Condition,Persistent,Skewed,Smoothed,Replication,True_k,Method,Criterion,Estimated_k,Exact_Match,Signed_Bias,ARI_at_Estimated_k,ARI_at_True_k
---,0,0,0,29,3,HMM,BIC,4,0,1,0.9992230949902632,0.5211766239819388
---,0,0,0,29,3,HMM,AIC,4,0,1,0.9992230949902632,0.5211766239819388
---,0,0,0,29,3,HMM,ICL,4,0,1,0.9992230949902632,0.5211766239819388
---,0,0,0,29,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
---,0,0,0,29,3,K-Means,Prediction Strength,6,0,3,0.5730107517222429,1.0
--S,0,0,1,0,3,K-Means,Silhouette,2,0,-1,0.01648312311574261,0.017828191333631553
--S,0,0,1,0,3,K-Means,Davies-Bouldin,7,0,4,0.008492368495434357,0.017828191333631553
--S,0,0,1,0,3,K-Means,Calinski-Harabasz,12,0,9,0.005245652736939515,0.017828191333631553
--S,0,0,1,0,3,GMM,BIC,2,0,-1,0.016231081523968613,0.013915703247145285
--S,0,0,1,0,3,GMM,AIC,10,0,7,0.005678284940156634,0.013915703247145285
--S,0,0,1,0,3,GMM,ICL,10,0,7,0.005678284940156634,0.013915703247145285
--S,0,0,1,0,3,GMM,BIC_Neff,2,0,-1,0.016231081523968613,0.013915703247145285
--S,0,0,1,0,3,HMM,BIC,8,0,5,0.005212022578132023,0.010797856221748697
--S,0,0,1,0,3,HMM,AIC,12,0,9,0.006359265818720586,0.010797856221748697
--S,0,0,1,0,3,HMM,ICL,8,0,5,0.005212022578132023,0.010797856221748697
--S,0,0,1,0,3,K-Means,Gap (uniform),1,0,-2,0.0,0.017828191333631553
--S,0,0,1,0,3,K-Means,Prediction Strength,2,0,-1,0.01648312311574261,0.017828191333631553
--S,0,0,1,1,3,K-Means,Silhouette,12,0,9,0.006480180224643975,0.017431988700538536
--S,0,0,1,1,3,K-Means,Davies-Bouldin,12,0,9,0.006480180224643975,0.017431988700538536
--S,0,0,1,1,3,K-Means,Calinski-Harabasz,12,0,9,0.006480180224643975,0.017431988700538536
--S,0,0,1,1,3,GMM,BIC,2,0,-1,0.0267225324350644,0.014648753873162718
--S,0,0,1,1,3,GMM,AIC,12,0,9,0.006772110500907905,0.014648753873162718
--S,0,0,1,1,3,GMM,ICL,12,0,9,0.006772110500907905,0.014648753873162718
--S,0,0,1,1,3,GMM,BIC_Neff,3,1,0,0.014648753873162718,0.014648753873162718
--S,0,0,1,1,3,HMM,BIC,8,0,5,0.0068124165199471174,0.011278067052245138
--S,0,0,1,1,3,HMM,AIC,11,0,8,0.0053865789771790394,0.011278067052245138
--S,0,0,1,1,3,HMM,ICL,6,0,3,0.007539122804282943,0.011278067052245138
--S,0,0,1,1,3,K-Means,Gap (uniform),1,0,-2,0.0,0.017431988700538536
--S,0,0,1,1,3,K-Means,Prediction Strength,2,0,-1,0.024794158844409504,0.017431988700538536
--S,0,0,1,2,3,K-Means,Silhouette,2,0,-1,0.019964912501486468,0.012490997711928395
--S,0,0,1,2,3,K-Means,Davies-Bouldin,10,0,7,0.005990700178641796,0.012490997711928395
--S,0,0,1,2,3,K-Means,Calinski-Harabasz,12,0,9,0.005985327620823695,0.012490997711928395
--S,0,0,1,2,3,GMM,BIC,2,0,-1,0.01704746030997588,0.011611417221495984
--S,0,0,1,2,3,GMM,AIC,5,0,2,0.010513333655233504,0.011611417221495984
--S,0,0,1,2,3,GMM,ICL,12,0,9,0.004907267164317298,0.011611417221495984
--S,0,0,1,2,3,GMM,BIC_Neff,2,0,-1,0.01704746030997588,0.011611417221495984
--S,0,0,1,2,3,HMM,BIC,9,0,6,0.005147428610212916,0.00678728360076638
--S,0,0,1,2,3,HMM,AIC,9,0,6,0.005147428610212916,0.00678728360076638
--S,0,0,1,2,3,HMM,ICL,9,0,6,0.005147428610212916,0.00678728360076638
--S,0,0,1,2,3,K-Means,Gap (uniform),1,0,-2,0.0,0.012490997711928395
--S,0,0,1,2,3,K-Means,Prediction Strength,2,0,-1,0.019964912501486468,0.012490997711928395
--S,0,0,1,3,3,K-Means,Silhouette,2,0,-1,0.01628390726101876,0.014717923331068142
--S,0,0,1,3,3,K-Means,Davies-Bouldin,11,0,8,0.006178386280520165,0.014717923331068142
--S,0,0,1,3,3,K-Means,Calinski-Harabasz,12,0,9,0.005069166074103773,0.014717923331068142
--S,0,0,1,3,3,GMM,BIC,2,0,-1,0.014766947809416656,0.013150611705592287
--S,0,0,1,3,3,GMM,AIC,10,0,7,0.005929413545006878,0.013150611705592287
--S,0,0,1,3,3,GMM,ICL,10,0,7,0.005929413545006878,0.013150611705592287
--S,0,0,1,3,3,GMM,BIC_Neff,2,0,-1,0.014766947809416656,0.013150611705592287
--S,0,0,1,3,3,HMM,BIC,8,0,5,0.0020383251987291257,0.00424033838229536
--S,0,0,1,3,3,HMM,AIC,12,0,9,0.004885976159388091,0.00424033838229536
--S,0,0,1,3,3,HMM,ICL,6,0,3,0.003795421005515926,0.00424033838229536
--S,0,0,1,3,3,K-Means,Gap (uniform),1,0,-2,0.0,0.014717923331068142
--S,0,0,1,3,3,K-Means,Prediction Strength,2,0,-1,0.01628390726101876,0.014717923331068142
--S,0,0,1,4,3,K-Means,Silhouette,2,0,-1,0.0155525838563012,0.018144820610838934
--S,0,0,1,4,3,K-Means,Davies-Bouldin,10,0,7,0.006865856872038114,0.018144820610838934
--S,0,0,1,4,3,K-Means,Calinski-Harabasz,12,0,9,0.0070127003768349514,0.018144820610838934
--S,0,0,1,4,3,GMM,BIC,4,0,1,0.01609632408883934,0.012010253619194894
--S,0,0,1,4,3,GMM,AIC,8,0,5,0.008361802864024917,0.012010253619194894
--S,0,0,1,4,3,GMM,ICL,2,0,-1,0.014249021798334765,0.012010253619194894
--S,0,0,1,4,3,GMM,BIC_Neff,4,0,1,0.01609632408883934,0.012010253619194894
--S,0,0,1,4,3,HMM,BIC,7,0,4,0.006293995924100167,0.0073935836541290925
--S,0,0,1,4,3,HMM,AIC,10,0,7,0.005318690908082463,0.0073935836541290925
--S,0,0,1,4,3,HMM,ICL,6,0,3,0.006768316870159888,0.0073935836541290925
--S,0,0,1,4,3,K-Means,Gap (uniform),1,0,-2,0.0,0.018144820610838934
--S,0,0,1,4,3,K-Means,Prediction Strength,2,0,-1,0.0155525838563012,0.018144820610838934
--S,0,0,1,5,3,K-Means,Silhouette,2,0,-1,0.02044136779776563,0.017425792615018792
--S,0,0,1,5,3,K-Means,Davies-Bouldin,8,0,5,0.007243177705141139,0.017425792615018792
--S,0,0,1,5,3,K-Means,Calinski-Harabasz,12,0,9,0.005209104933886296,0.017425792615018792
--S,0,0,1,5,3,GMM,BIC,2,0,-1,0.01736361233194828,0.015409383237768444
--S,0,0,1,5,3,GMM,AIC,6,0,3,0.009900779165360345,0.015409383237768444
--S,0,0,1,5,3,GMM,ICL,9,0,6,0.006942076348726866,0.015409383237768444
--S,0,0,1,5,3,GMM,BIC_Neff,4,0,1,0.01094156874642842,0.015409383237768444
--S,0,0,1,5,3,HMM,BIC,8,0,5,0.004530459970829767,0.00550214124122952
--S,0,0,1,5,3,HMM,AIC,10,0,7,0.006541995124290566,0.00550214124122952
--S,0,0,1,5,3,HMM,ICL,8,0,5,0.004530459970829767,0.00550214124122952
--S,0,0,1,5,3,K-Means,Gap (uniform),1,0,-2,0.0,0.017425792615018792
--S,0,0,1,5,3,K-Means,Prediction Strength,2,0,-1,0.02044136779776563,0.017425792615018792
--S,0,0,1,6,3,K-Means,Silhouette,2,0,-1,0.025497301763679193,0.01793720732906559
--S,0,0,1,6,3,K-Means,Davies-Bouldin,12,0,9,0.006107256712909918,0.01793720732906559
--S,0,0,1,6,3,K-Means,Calinski-Harabasz,12,0,9,0.006107256712909918,0.01793720732906559
--S,0,0,1,6,3,GMM,BIC,2,0,-1,0.022163017782260735,0.016275405378162574
--S,0,0,1,6,3,GMM,AIC,2,0,-1,0.022163017782260735,0.016275405378162574
--S,0,0,1,6,3,GMM,ICL,2,0,-1,0.022163017782260735,0.016275405378162574
--S,0,0,1,6,3,GMM,BIC_Neff,2,0,-1,0.022163017782260735,0.016275405378162574
--S,0,0,1,6,3,HMM,BIC,10,0,7,0.0059912012745312986,0.01064191075710635
--S,0,0,1,6,3,HMM,AIC,11,0,8,0.005994018006439783,0.01064191075710635
--S,0,0,1,6,3,HMM,ICL,6,0,3,0.007975933420718739,0.01064191075710635
--S,0,0,1,6,3,K-Means,Gap (uniform),1,0,-2,0.0,0.01793720732906559
--S,0,0,1,6,3,K-Means,Prediction Strength,1,0,-2,0.0,0.01793720732906559
--S,0,0,1,7,3,K-Means,Silhouette,2,0,-1,0.01977041851158954,0.013772403543663853
--S,0,0,1,7,3,K-Means,Davies-Bouldin,8,0,5,0.007796076329811688,0.013772403543663853
--S,0,0,1,7,3,K-Means,Calinski-Harabasz,12,0,9,0.004684444397210122,0.013772403543663853
--S,0,0,1,7,3,GMM,BIC,2,0,-1,0.010739270626322685,0.012840085989972116
--S,0,0,1,7,3,GMM,AIC,7,0,4,0.007854466208972585,0.012840085989972116
--S,0,0,1,7,3,GMM,ICL,12,0,9,0.004664795746958213,0.012840085989972116
--S,0,0,1,7,3,GMM,BIC_Neff,2,0,-1,0.010739270626322685,0.012840085989972116
--S,0,0,1,7,3,HMM,BIC,8,0,5,0.004351332233316275,0.006891174332492421
--S,0,0,1,7,3,HMM,AIC,12,0,9,0.005116749733494105,0.006891174332492421
--S,0,0,1,7,3,HMM,ICL,8,0,5,0.004351332233316275,0.006891174332492421
--S,0,0,1,7,3,K-Means,Gap (uniform),1,0,-2,0.0,0.013772403543663853
--S,0,0,1,7,3,K-Means,Prediction Strength,1,0,-2,0.0,0.013772403543663853
--S,0,0,1,8,3,K-Means,Silhouette,2,0,-1,0.020873128401011177,0.017329785738907217
--S,0,0,1,8,3,K-Means,Davies-Bouldin,8,0,5,0.007953601231080484,0.017329785738907217
--S,0,0,1,8,3,K-Means,Calinski-Harabasz,12,0,9,0.0054048373644015385,0.017329785738907217
--S,0,0,1,8,3,GMM,BIC,2,0,-1,0.020391878460701247,0.015953208705352797
--S,0,0,1,8,3,GMM,AIC,2,0,-1,0.020391878460701247,0.015953208705352797
--S,0,0,1,8,3,GMM,ICL,2,0,-1,0.020391878460701247,0.015953208705352797
--S,0,0,1,8,3,GMM,BIC_Neff,2,0,-1,0.020391878460701247,0.015953208705352797
--S,0,0,1,8,3,HMM,BIC,10,0,7,0.004773366035011116,0.007187538454753392
--S,0,0,1,8,3,HMM,AIC,10,0,7,0.004773366035011116,0.007187538454753392
--S,0,0,1,8,3,HMM,ICL,10,0,7,0.004773366035011116,0.007187538454753392
--S,0,0,1,8,3,K-Means,Gap (uniform),1,0,-2,0.0,0.017329785738907217
--S,0,0,1,8,3,K-Means,Prediction Strength,1,0,-2,0.0,0.017329785738907217
--S,0,0,1,9,3,K-Means,Silhouette,2,0,-1,0.019647744006213948,0.011949253985074704
--S,0,0,1,9,3,K-Means,Davies-Bouldin,9,0,6,0.006030621774483812,0.011949253985074704
--S,0,0,1,9,3,K-Means,Calinski-Harabasz,12,0,9,0.004721436610873897,0.011949253985074704
--S,0,0,1,9,3,GMM,BIC,2,0,-1,0.018813786251361996,0.01163593805160763
--S,0,0,1,9,3,GMM,AIC,5,0,2,0.011467189226091688,0.01163593805160763
--S,0,0,1,9,3,GMM,ICL,2,0,-1,0.018813786251361996,0.01163593805160763
--S,0,0,1,9,3,GMM,BIC_Neff,5,0,2,0.011467189226091688,0.01163593805160763
--S,0,0,1,9,3,HMM,BIC,7,0,4,0.00611547534245125,0.008317757711039748
--S,0,0,1,9,3,HMM,AIC,9,0,6,0.008182720621237082,0.008317757711039748
--S,0,0,1,9,3,HMM,ICL,7,0,4,0.00611547534245125,0.008317757711039748
--S,0,0,1,9,3,K-Means,Gap (uniform),1,0,-2,0.0,0.011949253985074704
--S,0,0,1,9,3,K-Means,Prediction Strength,3,1,0,0.011949253985074704,0.011949253985074704
--S,0,0,1,10,3,K-Means,Silhouette,12,0,9,0.005017051539241831,0.013472698033586798
--S,0,0,1,10,3,K-Means,Davies-Bouldin,10,0,7,0.006530595815153366,0.013472698033586798
--S,0,0,1,10,3,K-Means,Calinski-Harabasz,12,0,9,0.005017051539241831,0.013472698033586798
--S,0,0,1,10,3,GMM,BIC,2,0,-1,0.017051583385524056,0.01096834787381496
--S,0,0,1,10,3,GMM,AIC,4,0,1,0.011338096758229142,0.01096834787381496
--S,0,0,1,10,3,GMM,ICL,11,0,8,0.0051957547884538486,0.01096834787381496
--S,0,0,1,10,3,GMM,BIC_Neff,2,0,-1,0.017051583385524056,0.01096834787381496
--S,0,0,1,10,3,HMM,BIC,10,0,7,0.009009155886138397,0.00791667848250586
--S,0,0,1,10,3,HMM,AIC,11,0,8,0.008273004605058046,0.00791667848250586
--S,0,0,1,10,3,HMM,ICL,7,0,4,0.008150764881919632,0.00791667848250586
--S,0,0,1,10,3,K-Means,Gap (uniform),1,0,-2,0.0,0.013472698033586798
--S,0,0,1,10,3,K-Means,Prediction Strength,1,0,-2,0.0,0.013472698033586798
--S,0,0,1,11,3,K-Means,Silhouette,2,0,-1,0.019720477503055504,0.013907105753367812
--S,0,0,1,11,3,K-Means,Davies-Bouldin,11,0,8,0.006491693058724154,0.013907105753367812
--S,0,0,1,11,3,K-Means,Calinski-Harabasz,12,0,9,0.006093987572358321,0.013907105753367812
--S,0,0,1,11,3,GMM,BIC,2,0,-1,0.019859108000366922,0.011377929426048337
--S,0,0,1,11,3,GMM,AIC,11,0,8,0.0063942592782842075,0.011377929426048337
--S,0,0,1,11,3,GMM,ICL,11,0,8,0.0063942592782842075,0.011377929426048337
--S,0,0,1,11,3,GMM,BIC_Neff,2,0,-1,0.019859108000366922,0.011377929426048337
--S,0,0,1,11,3,HMM,BIC,10,0,7,0.005644029031608203,0.00845272651077212
--S,0,0,1,11,3,HMM,AIC,10,0,7,0.005644029031608203,0.00845272651077212
--S,0,0,1,11,3,HMM,ICL,8,0,5,0.006333818607490992,0.00845272651077212
--S,0,0,1,11,3,K-Means,Gap (uniform),1,0,-2,0.0,0.013907105753367812
--S,0,0,1,11,3,K-Means,Prediction Strength,1,0,-2,0.0,0.013907105753367812
--S,0,0,1,12,3,K-Means,Silhouette,2,0,-1,0.016417049762178743,0.011993986075389085
--S,0,0,1,12,3,K-Means,Davies-Bouldin,7,0,4,0.006117125487905756,0.011993986075389085
--S,0,0,1,12,3,K-Means,Calinski-Harabasz,12,0,9,0.0034835819806500177,0.011993986075389085
--S,0,0,1,12,3,GMM,BIC,2,0,-1,0.016410512263643234,0.011687072704302562
--S,0,0,1,12,3,GMM,AIC,2,0,-1,0.016410512263643234,0.011687072704302562
--S,0,0,1,12,3,GMM,ICL,2,0,-1,0.016410512263643234,0.011687072704302562
--S,0,0,1,12,3,GMM,BIC_Neff,2,0,-1,0.016410512263643234,0.011687072704302562
--S,0,0,1,12,3,HMM,BIC,9,0,6,0.004040723086320384,0.006087299423037989
--S,0,0,1,12,3,HMM,AIC,9,0,6,0.004040723086320384,0.006087299423037989
--S,0,0,1,12,3,HMM,ICL,7,0,4,0.0038244866655708313,0.006087299423037989
--S,0,0,1,12,3,K-Means,Gap (uniform),1,0,-2,0.0,0.011993986075389085
--S,0,0,1,12,3,K-Means,Prediction Strength,1,0,-2,0.0,0.011993986075389085
--S,0,0,1,13,3,K-Means,Silhouette,2,0,-1,0.02291265494804789,0.01702211406609707
--S,0,0,1,13,3,K-Means,Davies-Bouldin,12,0,9,0.006154007141287784,0.01702211406609707
--S,0,0,1,13,3,K-Means,Calinski-Harabasz,12,0,9,0.006154007141287784,0.01702211406609707
--S,0,0,1,13,3,GMM,BIC,2,0,-1,0.018259077754821315,0.011926587256889689
--S,0,0,1,13,3,GMM,AIC,2,0,-1,0.018259077754821315,0.011926587256889689
--S,0,0,1,13,3,GMM,ICL,11,0,8,0.0063835221002058315,0.011926587256889689
--S,0,0,1,13,3,GMM,BIC_Neff,2,0,-1,0.018259077754821315,0.011926587256889689
--S,0,0,1,13,3,HMM,BIC,7,0,4,0.007784932750759231,0.010706623346050465
--S,0,0,1,13,3,HMM,AIC,12,0,9,0.010347240877827934,0.010706623346050465
--S,0,0,1,13,3,HMM,ICL,7,0,4,0.007784932750759231,0.010706623346050465
--S,0,0,1,13,3,K-Means,Gap (uniform),1,0,-2,0.0,0.01702211406609707
--S,0,0,1,13,3,K-Means,Prediction Strength,4,0,1,0.013568261740102026,0.01702211406609707
--S,0,0,1,14,3,K-Means,Silhouette,2,0,-1,0.014629623877856568,0.012981977142202646
--S,0,0,1,14,3,K-Means,Davies-Bouldin,12,0,9,0.004994876407135211,0.012981977142202646
--S,0,0,1,14,3,K-Means,Calinski-Harabasz,12,0,9,0.004994876407135211,0.012981977142202646
--S,0,0,1,14,3,GMM,BIC,2,0,-1,0.013342724536499258,0.013541562388435496
--S,0,0,1,14,3,GMM,AIC,5,0,2,0.009518523612207393,0.013541562388435496
--S,0,0,1,14,3,GMM,ICL,2,0,-1,0.013342724536499258,0.013541562388435496
--S,0,0,1,14,3,GMM,BIC_Neff,2,0,-1,0.013342724536499258,0.013541562388435496
--S,0,0,1,14,3,HMM,BIC,8,0,5,0.005883079318336863,0.00968430299772149
--S,0,0,1,14,3,HMM,AIC,12,0,9,0.0047959462772396025,0.00968430299772149
--S,0,0,1,14,3,HMM,ICL,8,0,5,0.005883079318336863,0.00968430299772149
--S,0,0,1,14,3,K-Means,Gap (uniform),1,0,-2,0.0,0.012981977142202646
--S,0,0,1,14,3,K-Means,Prediction Strength,2,0,-1,0.014629623877856568,0.012981977142202646
--S,0,0,1,15,3,K-Means,Silhouette,2,0,-1,0.02601096981249938,0.01970047461238899
--S,0,0,1,15,3,K-Means,Davies-Bouldin,8,0,5,0.009851290491087511,0.01970047461238899
--S,0,0,1,15,3,K-Means,Calinski-Harabasz,12,0,9,0.0071093728030905004,0.01970047461238899
--S,0,0,1,15,3,GMM,BIC,5,0,2,0.0137785222749648,0.0171617470762534
--S,0,0,1,15,3,GMM,AIC,6,0,3,0.010631089198304987,0.0171617470762534
--S,0,0,1,15,3,GMM,ICL,6,0,3,0.010631089198304987,0.0171617470762534
--S,0,0,1,15,3,GMM,BIC_Neff,6,0,3,0.010631089198304987,0.0171617470762534
--S,0,0,1,15,3,HMM,BIC,6,0,3,0.007480769698566188,0.010152866027107266
--S,0,0,1,15,3,HMM,AIC,10,0,7,0.006757359385280934,0.010152866027107266
--S,0,0,1,15,3,HMM,ICL,6,0,3,0.007480769698566188,0.010152866027107266
--S,0,0,1,15,3,K-Means,Gap (uniform),1,0,-2,0.0,0.01970047461238899
--S,0,0,1,15,3,K-Means,Prediction Strength,4,0,1,0.013877372973988824,0.01970047461238899
--S,0,0,1,16,3,K-Means,Silhouette,2,0,-1,0.012514576015253626,0.014600591949228952
--S,0,0,1,16,3,K-Means,Davies-Bouldin,11,0,8,0.005483691904343461,0.014600591949228952
--S,0,0,1,16,3,K-Means,Calinski-Harabasz,12,0,9,0.004296433061138614,0.014600591949228952
--S,0,0,1,16,3,GMM,BIC,2,0,-1,0.013600542791521638,0.013128174698226257
--S,0,0,1,16,3,GMM,AIC,12,0,9,0.0044465285822762055,0.013128174698226257
--S,0,0,1,16,3,GMM,ICL,12,0,9,0.0044465285822762055,0.013128174698226257
--S,0,0,1,16,3,GMM,BIC_Neff,4,0,1,0.009137807815979974,0.013128174698226257
--S,0,0,1,16,3,HMM,BIC,8,0,5,0.004826518097216809,0.00525969998690207
--S,0,0,1,16,3,HMM,AIC,9,0,6,0.004037180943827667,0.00525969998690207
--S,0,0,1,16,3,HMM,ICL,8,0,5,0.004826518097216809,0.00525969998690207
--S,0,0,1,16,3,K-Means,Gap (uniform),1,0,-2,0.0,0.014600591949228952
--S,0,0,1,16,3,K-Means,Prediction Strength,2,0,-1,0.012514576015253626,0.014600591949228952
--S,0,0,1,17,3,K-Means,Silhouette,2,0,-1,0.019109073834873154,0.014620322851438612
--S,0,0,1,17,3,K-Means,Davies-Bouldin,10,0,7,0.0058823753368021595,0.014620322851438612
--S,0,0,1,17,3,K-Means,Calinski-Harabasz,12,0,9,0.0046439464285527084,0.014620322851438612
--S,0,0,1,17,3,GMM,BIC,2,0,-1,0.017785894248733846,0.014121330170072123
--S,0,0,1,17,3,GMM,AIC,8,0,5,0.007142650923651942,0.014121330170072123
--S,0,0,1,17,3,GMM,ICL,2,0,-1,0.017785894248733846,0.014121330170072123
--S,0,0,1,17,3,GMM,BIC_Neff,2,0,-1,0.017785894248733846,0.014121330170072123
--S,0,0,1,17,3,HMM,BIC,9,0,6,0.0060182423925923215,0.008117840383247053
--S,0,0,1,17,3,HMM,AIC,12,0,9,0.007126281555127582,0.008117840383247053
--S,0,0,1,17,3,HMM,ICL,4,0,1,0.0062304375018958896,0.008117840383247053
--S,0,0,1,17,3,K-Means,Gap (uniform),1,0,-2,0.0,0.014620322851438612
--S,0,0,1,17,3,K-Means,Prediction Strength,1,0,-2,0.0,0.014620322851438612
--S,0,0,1,18,3,K-Means,Silhouette,2,0,-1,0.016353244642950415,0.016461528880735442
--S,0,0,1,18,3,K-Means,Davies-Bouldin,12,0,9,0.004288641855639444,0.016461528880735442
--S,0,0,1,18,3,K-Means,Calinski-Harabasz,12,0,9,0.004288641855639444,0.016461528880735442
--S,0,0,1,18,3,GMM,BIC,2,0,-1,0.016910999554531347,0.01658570514728826
--S,0,0,1,18,3,GMM,AIC,4,0,1,0.009704878922227775,0.01658570514728826
--S,0,0,1,18,3,GMM,ICL,2,0,-1,0.016910999554531347,0.01658570514728826
--S,0,0,1,18,3,GMM,BIC_Neff,2,0,-1,0.016910999554531347,0.01658570514728826
--S,0,0,1,18,3,HMM,BIC,8,0,5,0.006364207248315557,0.009556241375846597
--S,0,0,1,18,3,HMM,AIC,10,0,7,0.0051222079043651775,0.009556241375846597
--S,0,0,1,18,3,HMM,ICL,8,0,5,0.006364207248315557,0.009556241375846597
--S,0,0,1,18,3,K-Means,Gap (uniform),1,0,-2,0.0,0.016461528880735442
--S,0,0,1,18,3,K-Means,Prediction Strength,4,0,1,0.010430420354678603,0.016461528880735442
--S,0,0,1,19,3,K-Means,Silhouette,2,0,-1,0.021591620041660594,0.01598236687794647
--S,0,0,1,19,3,K-Means,Davies-Bouldin,11,0,8,0.005183044570194216,0.01598236687794647
--S,0,0,1,19,3,K-Means,Calinski-Harabasz,12,0,9,0.0046997073565065925,0.01598236687794647
--S,0,0,1,19,3,GMM,BIC,2,0,-1,0.021533246829299215,0.013232001645350495
--S,0,0,1,19,3,GMM,AIC,2,0,-1,0.021533246829299215,0.013232001645350495
--S,0,0,1,19,3,GMM,ICL,12,0,9,0.005077550453700949,0.013232001645350495
--S,0,0,1,19,3,GMM,BIC_Neff,2,0,-1,0.021533246829299215,0.013232001645350495
--S,0,0,1,19,3,HMM,BIC,7,0,4,0.004694991244295723,0.007340235012388941
--S,0,0,1,19,3,HMM,AIC,11,0,8,0.004282654141012268,0.007340235012388941
--S,0,0,1,19,3,HMM,ICL,7,0,4,0.004694991244295723,0.007340235012388941
--S,0,0,1,19,3,K-Means,Gap (uniform),1,0,-2,0.0,0.01598236687794647
--S,0,0,1,19,3,K-Means,Prediction Strength,1,0,-2,0.0,0.01598236687794647
--S,0,0,1,20,3,K-Means,Silhouette,2,0,-1,0.022282884610259582,0.0187241123339788
--S,0,0,1,20,3,K-Means,Davies-Bouldin,11,0,8,0.007027676647936742,0.0187241123339788
--S,0,0,1,20,3,K-Means,Calinski-Harabasz,12,0,9,0.00728502191033732,0.0187241123339788
--S,0,0,1,20,3,GMM,BIC,2,0,-1,0.01917817421915177,0.016458942918786842
--S,0,0,1,20,3,GMM,AIC,11,0,8,0.006698517425647713,0.016458942918786842
--S,0,0,1,20,3,GMM,ICL,12,0,9,0.005638288430698008,0.016458942918786842
--S,0,0,1,20,3,GMM,BIC_Neff,2,0,-1,0.01917817421915177,0.016458942918786842
--S,0,0,1,20,3,HMM,BIC,10,0,7,0.007999428373745815,0.009611884542087036
--S,0,0,1,20,3,HMM,AIC,12,0,9,0.006389369626946287,0.009611884542087036
--S,0,0,1,20,3,HMM,ICL,10,0,7,0.007999428373745815,0.009611884542087036
--S,0,0,1,20,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0187241123339788
--S,0,0,1,20,3,K-Means,Prediction Strength,1,0,-2,0.0,0.0187241123339788
--S,0,0,1,21,3,K-Means,Silhouette,2,0,-1,0.02047101839996364,0.011917358200313357
--S,0,0,1,21,3,K-Means,Davies-Bouldin,12,0,9,0.004573689538315214,0.011917358200313357
--S,0,0,1,21,3,K-Means,Calinski-Harabasz,12,0,9,0.004573689538315214,0.011917358200313357
--S,0,0,1,21,3,GMM,BIC,2,0,-1,0.02047101839996364,0.009553317770735174
--S,0,0,1,21,3,GMM,AIC,6,0,3,0.007520814680143984,0.009553317770735174
--S,0,0,1,21,3,GMM,ICL,12,0,9,0.0046923277989506145,0.009553317770735174
--S,0,0,1,21,3,GMM,BIC_Neff,3,1,0,0.009553317770735174,0.009553317770735174
--S,0,0,1,21,3,HMM,BIC,8,0,5,0.004722600567997038,0.005462687855187648
--S,0,0,1,21,3,HMM,AIC,8,0,5,0.004722600567997038,0.005462687855187648
--S,0,0,1,21,3,HMM,ICL,8,0,5,0.004722600567997038,0.005462687855187648
--S,0,0,1,21,3,K-Means,Gap (uniform),1,0,-2,0.0,0.011917358200313357
--S,0,0,1,21,3,K-Means,Prediction Strength,2,0,-1,0.02047101839996364,0.011917358200313357
--S,0,0,1,22,3,K-Means,Silhouette,2,0,-1,0.020119918851013347,0.019370279337558624
--S,0,0,1,22,3,K-Means,Davies-Bouldin,11,0,8,0.006514637907056295,0.019370279337558624
--S,0,0,1,22,3,K-Means,Calinski-Harabasz,12,0,9,0.00634223879267634,0.019370279337558624
--S,0,0,1,22,3,GMM,BIC,2,0,-1,0.020328903993799673,0.01572247021537959
--S,0,0,1,22,3,GMM,AIC,10,0,7,0.007345783441436765,0.01572247021537959
--S,0,0,1,22,3,GMM,ICL,10,0,7,0.007345783441436765,0.01572247021537959
--S,0,0,1,22,3,GMM,BIC_Neff,2,0,-1,0.020328903993799673,0.01572247021537959
--S,0,0,1,22,3,HMM,BIC,7,0,4,0.008124870447087347,0.010917721109643603
--S,0,0,1,22,3,HMM,AIC,11,0,8,0.006207475439831101,0.010917721109643603
--S,0,0,1,22,3,HMM,ICL,7,0,4,0.008124870447087347,0.010917721109643603
--S,0,0,1,22,3,K-Means,Gap (uniform),1,0,-2,0.0,0.019370279337558624
--S,0,0,1,22,3,K-Means,Prediction Strength,1,0,-2,0.0,0.019370279337558624
--S,0,0,1,23,3,K-Means,Silhouette,2,0,-1,0.020135155408218763,0.01306517128052578
--S,0,0,1,23,3,K-Means,Davies-Bouldin,6,0,3,0.010028139577135317,0.01306517128052578
--S,0,0,1,23,3,K-Means,Calinski-Harabasz,12,0,9,0.005015436932012615,0.01306517128052578
--S,0,0,1,23,3,GMM,BIC,3,1,0,0.01024218679016239,0.01024218679016239
--S,0,0,1,23,3,GMM,AIC,6,0,3,0.009864137669678742,0.01024218679016239
--S,0,0,1,23,3,GMM,ICL,8,0,5,0.007151381662963821,0.01024218679016239
--S,0,0,1,23,3,GMM,BIC_Neff,6,0,3,0.009864137669678742,0.01024218679016239
--S,0,0,1,23,3,HMM,BIC,8,0,5,0.006803557268450683,0.009053806090962345
--S,0,0,1,23,3,HMM,AIC,11,0,8,0.008290638751557262,0.009053806090962345
--S,0,0,1,23,3,HMM,ICL,8,0,5,0.006803557268450683,0.009053806090962345
--S,0,0,1,23,3,K-Means,Gap (uniform),1,0,-2,0.0,0.01306517128052578
--S,0,0,1,23,3,K-Means,Prediction Strength,1,0,-2,0.0,0.01306517128052578
